strm127  2011 04 27  20 43   0.24
strm127  2011 04 27  20 44   0.24
strm127  2011 04 27  20 45   0.24
strm127  2011 04 27  20 46   0.05
strm127  2011 04 27  20 47   0.05
strm127  2011 04 27  20 48   0.05
strm127  2011 04 27  20 49   0.05
strm127  2011 04 27  20 50   0.05
strm127  2011 04 27  20 51   0.05
strm127  2011 04 27  20 52   0.05
strm127  2011 04 27  20 53   0.05
strm127  2011 04 27  20 54   0.05
strm127  2011 04 27  20 55   0.05
strm127  2011 04 27  20 56   0.05
strm127  2011 04 27  20 57   0.15
strm127  2011 04 27  20 58   0.36
strm127  2011 04 27  20 59   0.36
strm127  2011 04 27  21 00   0.36
strm127  2011 04 27  21 01   0.12
strm127  2011 04 27  21 02   0.12
strm127  2011 04 27  21 03   0.12
strm127  2011 04 27  21 04   0.12
strm127  2011 04 27  21 05   0.12
strm127  2011 04 27  21 06   0.06
strm127  2011 04 27  21 07   0.06
strm127  2011 04 27  21 08   0.06
strm127  2011 04 27  21 09   0.06
strm127  2011 04 27  21 10   0.06
strm127  2011 04 27  21 11   0.06
strm127  2011 04 27  21 12   0.06
strm127  2011 04 27  21 13   0.06
strm127  2011 04 27  21 14   0.06
strm127  2011 04 27  21 15   0.06
strm127  2011 04 27  21 16   0.12
strm127  2011 04 27  21 17   0.12
strm127  2011 04 27  21 18   0.12
strm127  2011 04 27  21 19   0.12
strm127  2011 04 27  21 20   0.12
strm127  2011 04 27  21 21   0.09
strm127  2011 04 27  21 22   0.09
strm127  2011 04 27  21 23   0.09
strm127  2011 04 27  21 24   0.09
strm127  2011 04 27  21 25   0.09
strm127  2011 04 27  21 26   0.09
strm127  2011 04 27  21 27   0.18
strm127  2011 04 27  21 28   0.36
strm127  2011 04 27  21 29   0.36
strm127  2011 04 27  21 30   0.36
strm127  2011 04 27  21 31   0.36
strm127  2011 04 27  21 52   0.60
strm127  2011 04 27  21 53   0.60
strm127  2011 04 27  21 54   0.60
strm127  2011 04 27  21 55   0.60
strm127  2011 04 27  21 56   0.72
strm127  2011 04 27  21 57   0.72
strm127  2011 04 27  21 58   0.72
strm127  2011 04 27  21 59   0.72
strm127  2011 04 27  22 00   0.72
strm127  2011 04 27  22 01   0.72
strm127  2011 04 27  22 15   0.04
strm127  2011 04 27  22 16   0.04
strm127  2011 04 27  22 17   0.04
strm127  2011 04 27  22 18   0.04
strm127  2011 04 27  22 19   0.04
strm127  2011 04 27  22 20   0.04
strm127  2011 04 27  22 21   0.04
strm127  2011 04 27  22 22   0.04
strm127  2011 04 27  22 23   0.04
strm127  2011 04 27  22 24   0.04
strm127  2011 04 27  22 25   0.04
strm127  2011 04 27  22 26   0.04
strm127  2011 04 27  22 27   0.04
strm127  2011 04 27  22 28   0.04
strm127  2011 04 27  22 29   0.04
strm127  2011 04 27  22 30   0.04
strm127  2011 04 27  22 31   0.04
strm127  2011 04 27  22 32   0.04
strm127  2011 04 27  22 33   0.04
strm127  2011 04 27  22 34   0.04
strm127  2011 04 27  22 35   0.04
strm127  2011 04 27  22 36   0.48
strm127  2011 04 27  22 37   0.48
strm127  2011 04 27  22 38   0.48
strm127  2011 04 27  22 39   0.48
strm127  2011 04 27  22 40   0.48
strm127  2011 04 27  22 41   0.12
strm127  2011 04 27  22 42   0.12
strm127  2011 04 27  22 43   0.12
strm127  2011 04 27  22 44   0.12
strm127  2011 04 27  22 45   0.12
strm127  2011 04 27  22 46   0.06
strm127  2011 04 27  22 47   0.06
strm127  2011 04 27  22 48   0.06
strm127  2011 04 27  22 49   0.06
strm127  2011 04 27  22 50   0.06
strm127  2011 04 27  22 51   0.06
strm127  2011 04 27  22 52   0.06
strm127  2011 04 27  22 53   0.06
strm127  2011 04 27  22 54   0.06
strm127  2011 04 27  22 55   0.06
strm127  2011 04 27  22 56   0.06
strm127  2011 04 27  23 57   0.12
strm127  2011 04 27  23 58   0.12
strm127  2011 04 27  23 59   0.12
strm127  2011 04 28  00 00   0.12
strm127  2011 04 28  00 01   0.12
strm127  2011 04 28  00 32   0.36
strm127  2011 04 28  00 33   0.36
strm127  2011 04 28  00 34   0.36
strm127  2011 04 28  00 35   0.36
strm127  2011 04 28  00 36   0.36
strm127  2011 04 28  00 58   0.08
strm127  2011 04 28  00 59   0.08
strm127  2011 04 28  01 00   0.08
strm127  2011 04 28  01 01   0.08
strm127  2011 04 28  01 02   0.08
strm127  2011 04 28  01 03   0.08
strm127  2011 04 28  01 04   0.08
strm127  2011 04 28  01 05   0.08
strm127  2011 04 28  01 06   0.08
strm127  2011 04 28  01 07   0.08
strm127  2011 04 28  01 08   0.16
strm127  2011 04 28  01 09   0.24
strm127  2011 04 28  01 10   0.24
strm127  2011 04 28  01 11   0.12
strm127  2011 04 28  01 12   0.12
strm127  2011 04 28  01 13   0.12
strm127  2011 04 28  01 14   0.12
strm127  2011 04 28  01 15   0.12
strm127  2011 04 28  01 16   0.05
strm127  2011 04 28  01 17   0.05
strm127  2011 04 28  01 18   0.05
strm127  2011 04 28  01 19   0.05
strm127  2011 04 28  01 20   0.05
strm127  2011 04 28  01 21   0.05
strm127  2011 04 28  01 22   0.05
strm127  2011 04 28  01 23   0.05
strm127  2011 04 28  01 24   0.05
strm127  2011 04 28  01 25   0.05
strm127  2011 04 28  01 26   0.05
strm127  2011 04 28  01 27   0.05
strm127  2011 04 28  01 28   0.14
strm127  2011 04 28  01 29   0.24
strm127  2011 04 28  01 30   0.24
strm127  2011 04 28  01 31   0.48
strm127  2011 04 28  01 32   0.48
strm127  2011 04 28  01 33   0.48
strm127  2011 04 28  01 34   0.48
strm127  2011 04 28  01 35   0.48
strm127  2011 04 28  01 36   0.36
strm127  2011 04 28  01 37   0.36
strm127  2011 04 28  01 38   0.36
strm127  2011 04 28  01 39   0.36
strm127  2011 04 28  01 40   0.36
strm127  2011 04 28  01 41   0.24
strm127  2011 04 28  01 42   0.24
strm127  2011 04 28  01 43   0.24
strm127  2011 04 28  01 44   0.24
strm127  2011 04 28  01 45   0.24
strm127  2011 04 28  01 46   0.72
strm127  2011 04 28  01 47   0.72
strm127  2011 04 28  01 48   0.72
strm127  2011 04 28  01 49   0.72
strm127  2011 04 28  01 50   0.72
strm127  2011 04 28  01 51   2.16
strm127  2011 04 28  01 52   2.16
strm127  2011 04 28  01 53   2.16
strm127  2011 04 28  01 54   2.16
strm127  2011 04 28  01 55   2.16
strm127  2011 04 28  01 56   0.48
strm127  2011 04 28  01 57   0.48
strm127  2011 04 28  01 58   0.48
strm127  2011 04 28  01 59   0.48
strm127  2011 04 28  02 00   0.48
strm127  2011 04 28  02 01   0.24
strm127  2011 04 28  02 02   0.24
strm127  2011 04 28  02 03   0.24
strm127  2011 04 28  02 04   0.24
strm127  2011 04 28  02 05   0.24
strm127  2011 04 28  02 06   0.12
strm127  2011 04 28  02 07   0.12
strm127  2011 04 28  02 08   0.12
strm127  2011 04 28  02 09   0.12
strm127  2011 04 28  02 10   0.12
strm127  2011 04 28  02 11   0.06
strm127  2011 04 28  02 12   0.06
strm127  2011 04 28  02 13   0.06
strm127  2011 04 28  02 14   0.06
strm127  2011 04 28  02 15   0.06
strm127  2011 04 28  02 16   0.06
strm127  2011 04 28  02 17   0.06
strm127  2011 04 28  02 18   0.06
strm127  2011 04 28  02 19   0.06
strm127  2011 04 28  02 20   0.06
strm127  2011 04 28  02 21   0.12
strm127  2011 04 28  02 22   0.12
strm127  2011 04 28  02 23   0.12
strm127  2011 04 28  02 24   0.12
strm127  2011 04 28  02 25   0.12
strm127  2011 04 28  02 26   0.24
strm127  2011 04 28  02 27   0.24
strm127  2011 04 28  02 28   0.24
strm127  2011 04 28  02 29   0.24
strm127  2011 04 28  02 30   0.24
strm127  2011 04 28  02 31   0.12
strm127  2011 04 28  02 32   0.12
strm127  2011 04 28  02 33   0.12
strm127  2011 04 28  02 34   0.12
strm127  2011 04 28  02 35   0.12
strm127  2011 04 28  02 36   0.06
strm127  2011 04 28  02 37   0.06
strm127  2011 04 28  02 38   0.06
strm127  2011 04 28  02 39   0.06
strm127  2011 04 28  02 40   0.06
strm127  2011 04 28  02 41   0.06
strm127  2011 04 28  02 42   0.06
strm127  2011 04 28  02 43   0.06
strm127  2011 04 28  02 44   0.06
strm127  2011 04 28  02 45   0.06
strm127  2011 04 28  02 46   0.05
strm127  2011 04 28  02 47   0.05
strm127  2011 04 28  02 48   0.05
strm127  2011 04 28  02 49   0.05
strm127  2011 04 28  02 50   0.05
strm127  2011 04 28  02 51   0.05
strm127  2011 04 28  02 52   0.05
strm127  2011 04 28  02 53   0.05
strm127  2011 04 28  02 54   0.05
strm127  2011 04 28  02 55   0.05
strm127  2011 04 28  02 56   0.05
strm127  2011 04 28  02 57   0.05
strm127  2011 04 28  02 58   0.14
strm127  2011 04 28  02 59   0.24
strm127  2011 04 28  03 00   0.24
strm127  2011 04 28  03 01   0.24
strm127  2011 04 28  03 02   0.24
strm127  2011 04 28  03 03   0.24
strm127  2011 04 28  03 04   0.24
strm127  2011 04 28  03 05   0.24
strm127  2011 04 28  03 06   0.06
strm127  2011 04 28  03 07   0.06
strm127  2011 04 28  03 08   0.06
strm127  2011 04 28  03 09   0.06
strm127  2011 04 28  03 10   0.06
strm127  2011 04 28  03 11   0.06
strm127  2011 04 28  03 12   0.06
strm127  2011 04 28  03 13   0.06
strm127  2011 04 28  03 14   0.06
strm127  2011 04 28  03 15   0.06
strm127  2011 04 28  03 16   0.06
strm127  2011 04 28  03 17   0.06
strm127  2011 04 28  03 18   0.06
strm127  2011 04 28  03 19   0.06
strm127  2011 04 28  03 20   0.06
strm127  2011 04 28  03 21   0.06
strm127  2011 04 28  03 22   0.06
strm127  2011 04 28  03 23   0.06
strm127  2011 04 28  03 24   0.06
strm127  2011 04 28  03 25   0.06
strm127  2011 04 28  03 26   0.12
strm127  2011 04 28  03 27   0.12
strm127  2011 04 28  03 28   0.12
strm127  2011 04 28  03 29   0.12
strm127  2011 04 28  03 30   0.12
strm127  2011 04 28  03 31   0.12
strm127  2011 04 28  03 53   0.24
strm127  2011 04 28  03 54   0.24
strm127  2011 04 28  03 55   0.24
strm127  2011 04 28  03 56   0.84
strm127  2011 04 28  03 57   0.84
strm127  2011 04 28  03 58   0.84
strm127  2011 04 28  03 59   0.84
strm127  2011 04 28  04 00   0.84
strm127  2011 04 28  04 01   0.24
strm127  2011 04 28  04 02   0.24
strm127  2011 04 28  04 03   0.24
strm127  2011 04 28  04 04   0.24
strm127  2011 04 28  04 05   0.24
strm127  2011 04 28  04 06   0.05
strm127  2011 04 28  04 07   0.05
strm127  2011 04 28  04 08   0.05
strm127  2011 04 28  04 09   0.05
strm127  2011 04 28  04 10   0.05
strm127  2011 04 28  04 11   0.05
strm127  2011 04 28  04 12   0.05
strm127  2011 04 28  04 13   0.05
strm127  2011 04 28  04 14   0.05
strm127  2011 04 28  04 15   0.05
strm127  2011 04 28  04 16   0.05
strm127  2011 04 28  04 17   0.60
strm127  2011 04 28  04 18   0.60
strm127  2011 04 28  04 19   0.60
strm127  2011 04 28  04 20   0.60
strm127  2011 04 28  04 21   1.44
strm127  2011 04 28  04 22   1.44
strm127  2011 04 28  04 23   1.44
strm127  2011 04 28  04 24   1.44
strm127  2011 04 28  04 25   1.44
strm127  2011 04 28  04 26   0.36
strm127  2011 04 28  04 27   0.36
strm127  2011 04 28  04 28   0.36
strm127  2011 04 28  04 29   0.36
strm127  2011 04 28  04 30   0.36
strm127  2011 04 28  04 31   0.36
strm127  2011 04 28  05 02   0.12
strm127  2011 04 28  05 03   0.12
strm127  2011 04 28  05 04   0.12
strm127  2011 04 28  05 05   0.12
strm127  2011 04 28  05 06   0.12
strm127  2011 04 28  06 05   0.24
strm127  2011 04 28  06 06   0.24
strm127  2011 04 28  06 07   0.24
strm127  2011 04 28  06 08   0.24
strm127  2011 04 28  06 09   0.24
strm127  2011 04 28  06 10   0.24
strm127  2011 04 28  06 11   0.04
strm127  2011 04 28  06 12   0.04
strm127  2011 04 28  06 13   0.04
strm127  2011 04 28  06 14   0.04
strm127  2011 04 28  06 15   0.04
strm127  2011 04 28  06 16   0.04
strm127  2011 04 28  06 17   0.04
strm127  2011 04 28  06 18   0.04
strm127  2011 04 28  06 19   0.04
strm127  2011 04 28  06 20   0.04
strm127  2011 04 28  06 21   0.04
strm127  2011 04 28  06 22   0.04
strm127  2011 04 28  06 23   0.04
strm127  2011 04 28  06 24   0.04
strm127  2011 04 28  06 25   0.04
strm127  2011 04 28  06 26   0.04
