strm73  2006 01 11  15 46   0.08
strm73  2006 01 11  15 47   0.07
strm73  2006 01 11  15 48   0.08
strm73  2006 01 11  15 49   0.08
strm73  2006 01 11  15 50   0.07
strm73  2006 01 11  15 51   0.07
strm73  2006 01 11  15 52   0.07
strm73  2006 01 11  15 53   0.08
strm73  2006 01 11  15 54   0.07
strm73  2006 01 11  15 55   0.08
strm73  2006 01 11  15 56   0.07
strm73  2006 01 11  15 57   0.08
strm73  2006 01 11  15 58   0.07
strm73  2006 01 11  15 59   0.08
strm73  2006 01 11  16 00   0.08
strm73  2006 01 11  16 01   0.07
strm73  2006 01 11  16 02   0.08
strm73  2006 01 11  16 03   0.07
strm73  2006 01 11  16 04   0.08
strm73  2006 01 11  16 05   0.30
strm73  2006 01 11  16 06   0.30
strm73  2006 01 11  16 07   0.30
strm73  2006 01 11  16 08   0.30
strm73  2006 01 11  16 09   0.30
strm73  2006 01 11  16 10   0.30
strm73  2006 01 11  16 11   0.30
strm73  2006 01 11  16 12   0.30
strm73  2006 01 11  16 13   0.30
strm73  2006 01 11  16 14   0.30
strm73  2006 01 11  16 15   0.15
strm73  2006 01 11  16 16   0.15
strm73  2006 01 11  16 17   0.15
strm73  2006 01 11  16 18   0.15
strm73  2006 01 11  16 19   0.60
strm73  2006 01 11  16 20   0.60
strm73  2006 01 11  16 21   0.15
strm73  2006 01 11  16 22   0.15
strm73  2006 01 11  16 23   0.15
strm73  2006 01 11  16 24   0.15
strm73  2006 01 11  16 25   0.15
strm73  2006 01 11  16 26   0.15
strm73  2006 01 11  16 27   0.15
strm73  2006 01 11  16 28   0.15
strm73  2006 01 11  16 29   0.15
strm73  2006 01 11  16 30   0.15
strm73  2006 01 11  16 31   0.15
strm73  2006 01 11  16 32   0.15
strm73  2006 01 11  16 33   0.15
strm73  2006 01 11  16 34   0.15
strm73  2006 01 11  16 35   0.15
strm73  2006 01 11  16 36   0.15
strm73  2006 01 11  16 37   0.15
strm73  2006 01 11  16 38   0.15
strm73  2006 01 11  16 39   0.15
strm73  2006 01 11  16 40   0.15
strm73  2006 01 11  16 41   0.30
strm73  2006 01 11  16 42   0.30
strm73  2006 01 11  16 43   0.15
strm73  2006 01 11  16 44   0.15
strm73  2006 01 11  16 45   0.15
strm73  2006 01 11  16 46   0.15
strm73  2006 01 11  16 47   0.30
strm73  2006 01 11  16 48   0.30
strm73  2006 01 11  16 49   0.15
strm73  2006 01 11  16 50   0.15
strm73  2006 01 11  16 51   0.15
strm73  2006 01 11  16 52   0.15
strm73  2006 01 11  16 53   0.15
strm73  2006 01 11  16 54   0.15
strm73  2006 01 11  16 55   0.15
strm73  2006 01 11  16 56   0.15
strm73  2006 01 11  16 57   0.10
strm73  2006 01 11  16 58   0.10
strm73  2006 01 11  16 59   0.10
strm73  2006 01 11  17 00   0.10
strm73  2006 01 11  17 01   0.10
strm73  2006 01 11  17 02   0.10
strm73  2006 01 11  17 03   0.06
strm73  2006 01 11  17 04   0.06
strm73  2006 01 11  17 05   0.06
strm73  2006 01 11  17 06   0.06
strm73  2006 01 11  17 07   0.06
strm73  2006 01 11  17 08   0.06
strm73  2006 01 11  17 09   0.06
strm73  2006 01 11  17 10   0.06
strm73  2006 01 11  17 11   0.06
strm73  2006 01 11  17 12   0.06
strm73  2006 01 11  17 13   0.06
