SWMM5,LID,Report,File,,,,,,,,
,,,,,,,,,,,
Project:,,,,,,,,,,,
LID,Unit:,GreenRoof,in,Subcatchment,FS10,,,,,,
,,,,,,,,,,,
,Elapsed,Total,Total,Surface,Soil,Bottom,Surface,Drain,Surface,Soil/,Storage
,Time,Inflow,Evap,Infil,Perc,Infil,Runoff,Outflow,Depth,Pave,Depth
,Hours,in/hr,in/hr,in/hr,in/hr,in/hr,in/hr,in/hr,inches,Moist,inches
-------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,
JAN-06-2009,10:40:00,0,0,0,0,0,0,0.06288,0,0.14738,0.43551
JAN-06-2009,10:45:00,0,0,0,0,0,0,0.05889,0,0.14738,0.41915
JAN-06-2009,10:50:00,0,0,0,0,0,0,0.05525,0,0.14738,0.4038
JAN-06-2009,10:55:00,0,0,0,0,0,0,0.05192,0,0.14738,0.38938
JAN-06-2009,11:00:00,0,0,0,0,0,0,0.04887,0,0.14738,0.37581
JAN-06-2009,11:05:00,0,0,0,0,0,0,0.04606,0,0.14738,0.36301
JAN-06-2009,11:10:00,0,0,0,0,0,0,0.04348,0,0.14738,0.35093
JAN-06-2009,11:15:00,0,0,0,0,0,0,0.04109,0,0.14738,0.33952
JAN-06-2009,11:20:00,0,0,0,0,0,0,0.03889,0,0.14738,0.32872
JAN-06-2009,11:25:00,0,0,0,0,0,0,0.03685,0,0.14738,0.31848
JAN-06-2009,11:30:00,0,0,0,0,0,0,0.03496,0,0.14738,0.30877
JAN-06-2009,11:35:00,0,0,0,0,0,0,0.0332,0,0.14738,0.29955
JAN-06-2009,11:40:00,0,0,0,0,0,0,0.03156,0,0.14738,0.29078
JAN-06-2009,11:45:00,0,0,0,0,0,0,0.03004,0,0.14738,0.28244
JAN-06-2009,11:50:00,0,0,0,0,0,0,0.02862,0,0.14738,0.27449
JAN-06-2009,11:55:00,0,0,0,0,0,0,0.02729,0,0.14738,0.26691
JAN-06-2009,12:00:00,0,0,0,0,0,0,0.02604,0,0.14738,0.25967
JAN-06-2009,12:05:00,0,0,0,0,0,0,0.02488,0,0.14738,0.25276
JAN-06-2009,12:10:00,0,0,0,0,0,0,0.02378,0,0.14738,0.24616
JAN-06-2009,12:15:00,0,0,0,0,0,0,0.02276,0,0.14738,0.23984
JAN-06-2009,12:20:00,0.12,0,0.12,0,0,0,0.02179,0,0.14988,0.23378
JAN-06-2009,12:25:00,0,0,0,0,0,0,0.02088,0,0.14988,0.22798
JAN-06-2009,12:30:00,0,0,0,0,0,0,0.02003,0,0.14988,0.22242
JAN-06-2009,12:35:00,0,0,0,0,0,0,0.01922,0,0.14988,0.21708
JAN-06-2009,12:40:00,0,0,0,0,0,0,0.01845,0,0.14988,0.21196
JAN-06-2009,12:45:00,0,0,0,0,0,0,0.01773,0,0.14988,0.20703
JAN-06-2009,12:50:00,0,0,0,0,0,0,0.01705,0,0.14988,0.20229
JAN-06-2009,12:55:00,0,0,0,0,0,0,0.01641,0,0.14988,0.19774
JAN-06-2009,13:00:00,0,0,0,0,0,0,0.0158,0,0.14988,0.19335
JAN-06-2009,13:05:00,0,0,0,0,0,0,0.01522,0,0.14988,0.18912
JAN-06-2009,13:10:00,0,0,0,0,0,0,0.01467,0,0.14988,0.18505
JAN-06-2009,13:15:00,0,0,0,0,0,0,0.01414,0,0.14988,0.18112
JAN-06-2009,13:20:00,0,0,0,0,0,0,0.01365,0,0.14988,0.17733
JAN-06-2009,13:25:00,0,0,0,0,0,0,0.01317,0,0.14988,0.17367
JAN-06-2009,13:30:00,0,0,0,0,0,0,0.01272,0,0.14988,0.17013
JAN-06-2009,13:35:00,0,0,0,0,0,0,0.01229,0,0.14988,0.16672
JAN-06-2009,13:40:00,0,0,0,0,0,0,0.01189,0,0.14988,0.16342
JAN-06-2009,13:45:00,0,0,0,0,0,0,0.0115,0,0.14988,0.16022
JAN-06-2009,13:50:00,0,0,0,0,0,0,0.01112,0,0.14988,0.15713
JAN-06-2009,13:55:00,0,0,0,0,0,0,0.01077,0,0.14988,0.15414
JAN-06-2009,14:00:00,0,0,0,0,0,0,0.01043,0,0.14988,0.15125
JAN-06-2009,14:05:00,0,0,0,0,0,0,0.01011,0,0.14988,0.14844
JAN-06-2009,14:10:00,0,0,0,0,0,0,0.00979,0,0.14988,0.14572
JAN-06-2009,14:15:00,0,0,0,0,0,0,0.0095,0,0.14988,0.14308
JAN-06-2009,14:20:00,0,0,0,0,0,0,0.00921,0,0.14988,0.14052
JAN-06-2009,14:25:00,0,0,0,0,0,0,0.00894,0,0.14988,0.13804
JAN-06-2009,14:30:00,0,0,0,0,0,0,0.00868,0,0.14988,0.13563
JAN-06-2009,14:35:00,0,0,0,0,0,0,0.00843,0,0.14988,0.13329
JAN-06-2009,14:40:00,0,0,0,0,0,0,0.00819,0,0.14988,0.13101
JAN-06-2009,14:45:00,0,0,0,0,0,0,0.00795,0,0.14988,0.1288
JAN-06-2009,14:50:00,0,0,0,0,0,0,0.00773,0,0.14988,0.12666
JAN-06-2009,14:55:00,0,0,0,0,0,0,0.00752,0,0.14988,0.12457
JAN-06-2009,15:00:00,0,0,0,0,0,0,0.00731,0,0.14988,0.12254
JAN-06-2009,15:05:00,0,0,0,0,0,0,0.00711,0,0.14988,0.12056
JAN-06-2009,15:10:00,0,0,0,0,0,0,0.00692,0,0.14988,0.11864
JAN-06-2009,15:15:00,0,0,0,0,0,0,0.00674,0,0.14988,0.11676
JAN-06-2009,15:20:00,0,0,0,0,0,0,0.00657,0,0.14988,0.11494
JAN-06-2009,15:25:00,0,0,0,0,0,0,0.0064,0,0.14988,0.11316
JAN-06-2009,15:30:00,0,0,0,0,0,0,0.00623,0,0.14988,0.11143
JAN-06-2009,15:35:00,0,0,0,0,0,0,0.00607,0,0.14988,0.10974
JAN-06-2009,15:40:00,0,0,0,0,0,0,0.00592,0,0.14988,0.1081
JAN-06-2009,15:45:00,0,0,0,0,0,0,0.00577,0,0.14988,0.1065
JAN-06-2009,15:50:00,0,0,0,0,0,0,0.00563,0,0.14988,0.10493
JAN-06-2009,15:55:00,0,0,0,0,0,0,0.00549,0,0.14988,0.10341
JAN-06-2009,16:00:00,0,0,0,0,0,0,0.00536,0,0.14988,0.10192
JAN-06-2009,16:05:00,0,0,0,0,0,0,0.00523,0,0.14988,0.10046
JAN-06-2009,16:10:00,0,0,0,0,0,0,0.00511,0,0.14988,0.09904
JAN-06-2009,16:15:00,0,0,0,0,0,0,0.00499,0,0.14988,0.09766
JAN-06-2009,16:20:00,0,0,0,0,0,0,0.00487,0,0.14988,0.0963
JAN-06-2009,16:25:00,0,0,0,0,0,0,0.00476,0,0.14988,0.09498
JAN-06-2009,16:30:00,0,0,0,0,0,0,0.00465,0,0.14988,0.09369
JAN-06-2009,16:35:00,0,0,0,0,0,0,0.00455,0,0.14988,0.09242
JAN-06-2009,16:40:00,0,0,0,0,0,0,0.00445,0,0.14988,0.09119
JAN-06-2009,16:45:00,0,0,0,0,0,0,0.00435,0,0.14988,0.08998
JAN-06-2009,16:50:00,0,0,0,0,0,0,0.00425,0,0.14988,0.0888
JAN-06-2009,16:55:00,0,0,0,0,0,0,0.00416,0,0.14988,0.08764
JAN-06-2009,17:00:00,0,0,0,0,0,0,0.00407,0,0.14988,0.08651
JAN-06-2009,17:05:00,0,0,0,0,0,0,0.00398,0,0.14988,0.08541
JAN-06-2009,17:10:00,0,0,0,0,0,0,0.0039,0,0.14988,0.08432
JAN-06-2009,17:15:00,0,0,0,0,0,0,0.00382,0,0.14988,0.08326
JAN-06-2009,17:20:00,0,0,0,0,0,0,0.00374,0,0.14988,0.08223
JAN-06-2009,17:25:00,0,0,0,0,0,0,0.00366,0,0.14988,0.08121
JAN-06-2009,17:30:00,0,0,0,0,0,0,0.00358,0,0.14988,0.08021
JAN-06-2009,17:35:00,0,0,0,0,0,0,0.00351,0,0.14988,0.07924
JAN-06-2009,17:40:00,0,0,0,0,0,0,0.00344,0,0.14988,0.07828
JAN-06-2009,17:45:00,0,0,0,0,0,0,0.00337,0,0.14988,0.07735
JAN-06-2009,17:50:00,0,0,0,0,0,0,0.0033,0,0.14988,0.07643
JAN-06-2009,17:55:00,0,0,0,0,0,0,0.00324,0,0.14988,0.07553
JAN-06-2009,18:00:00,0,0,0,0,0,0,0.00318,0,0.14988,0.07465
JAN-06-2009,18:05:00,0,0,0,0,0,0,0.00311,0,0.14988,0.07378
JAN-06-2009,18:10:00,0,0,0,0,0,0,0.00305,0,0.14988,0.07293
JAN-06-2009,18:15:00,0,0,0,0,0,0,0.003,0,0.14988,0.0721
JAN-06-2009,18:20:00,0,0,0,0,0,0,0.00294,0,0.14988,0.07128
JAN-06-2009,18:25:00,0,0,0,0,0,0,0.00288,0,0.14988,0.07048
JAN-06-2009,18:30:00,0,0,0,0,0,0,0.00283,0,0.14988,0.0697
JAN-06-2009,18:35:00,0,0,0,0,0,0,0.00278,0,0.14988,0.06892
JAN-06-2009,18:40:00,0,0,0,0,0,0,0.00273,0,0.14988,0.06817
JAN-06-2009,18:45:00,0.12,0,0.12,0,0,0,0.00268,0,0.15238,0.06742
JAN-06-2009,18:50:00,0,0,0,0,0,0,0.00263,0,0.15238,0.06669
JAN-06-2009,18:55:00,0,0,0,0,0,0,0.00258,0,0.15238,0.06598
JAN-06-2009,19:00:00,0,0,0,0,0,0,0.00254,0,0.15238,0.06527
JAN-06-2009,19:05:00,0,0,0,0,0,0,0.00249,0,0.15238,0.06458
JAN-06-2009,19:10:00,0,0,0,0,0,0,0.00245,0,0.15238,0.0639
JAN-06-2009,19:15:00,0.12,0,0.12,0,0,0,0.0024,0,0.15488,0.06323
JAN-06-2009,19:20:00,0,0,0,0,0,0,0.00236,0,0.15488,0.06258
JAN-06-2009,19:25:00,0,0,0,0,0,0,0.00232,0,0.15488,0.06193
JAN-06-2009,19:30:00,0,0,0,0,0,0,0.00228,0,0.15488,0.0613
JAN-06-2009,19:35:00,0,0,0,0,0,0,0.00224,0,0.15488,0.06067
JAN-06-2009,19:40:00,0,0,0,0,0,0,0.00221,0,0.15488,0.06006
JAN-06-2009,19:45:00,0,0,0,0,0,0,0.00217,0,0.15488,0.05946
JAN-06-2009,19:50:00,0,0,0,0,0,0,0.00213,0,0.15488,0.05887
JAN-06-2009,19:55:00,0,0,0,0,0,0,0.0021,0,0.15488,0.05829
JAN-06-2009,20:00:00,0,0,0,0,0,0,0.00206,0,0.15488,0.05771
JAN-06-2009,20:05:00,0,0,0,0,0,0,0.00203,0,0.15488,0.05715
JAN-06-2009,20:10:00,0,0,0,0,0,0,0.002,0,0.15488,0.05659
JAN-06-2009,20:15:00,0,0,0,0,0,0,0.00196,0,0.15488,0.05605
JAN-06-2009,20:20:00,0,0,0,0,0,0,0.00193,0,0.15488,0.05551
JAN-06-2009,20:25:00,0,0,0,0,0,0,0.0019,0,0.15488,0.05498
JAN-06-2009,20:30:00,0,0,0,0,0,0,0.00187,0,0.15488,0.05446
JAN-06-2009,20:35:00,0,0,0,0,0,0,0.00184,0,0.15488,0.05395
JAN-06-2009,20:40:00,0,0,0,0,0,0,0.00181,0,0.15488,0.05345
JAN-06-2009,20:45:00,0,0,0,0,0,0,0.00179,0,0.15488,0.05295
JAN-06-2009,20:50:00,0.12,0,0.12,0,0,0,0.00176,0,0.15738,0.05247
JAN-06-2009,20:55:00,0.12,0,0.12,0,0,0,0.00173,0,0.15988,0.05198
JAN-06-2009,21:00:00,0,0,0,0,0,0,0.0017,0,0.15988,0.05151
JAN-06-2009,21:05:00,0.12,0,0.12,0,0,0,0.00168,0,0.16238,0.05104
JAN-06-2009,21:10:00,0,0,0,0,0,0,0.00165,0,0.16238,0.05059
JAN-06-2009,21:15:00,0,0,0,0,0,0,0.00163,0,0.16238,0.05013
JAN-06-2009,21:20:00,0,0,0,0,0,0,0.0016,0,0.16238,0.04969
JAN-06-2009,21:25:00,0,0,0,0,0,0,0.00158,0,0.16238,0.04925
JAN-06-2009,21:30:00,0.12,0,0.12,0,0,0,0.00156,0,0.16488,0.04882
JAN-06-2009,21:35:00,0,0,0,0,0,0,0.00153,0,0.16488,0.04839
JAN-06-2009,21:40:00,0,0,0,0,0,0,0.00151,0,0.16488,0.04797
JAN-06-2009,21:45:00,0,0,0,0,0,0,0.00149,0,0.16488,0.04756
JAN-06-2009,21:50:00,0,0,0,0,0,0,0.00147,0,0.16488,0.04715
JAN-06-2009,21:55:00,0,0,0,0,0,0,0.00145,0,0.16488,0.04675
JAN-06-2009,22:00:00,0.12,0,0.12,0,0,0,0.00143,0,0.16738,0.04635
JAN-06-2009,22:05:00,0,0,0,0,0,0,0.00141,0,0.16738,0.04596
JAN-06-2009,22:10:00,0,0,0,0,0,0,0.00139,0,0.16738,0.04557
JAN-06-2009,22:15:00,0.12,0,0.12,0,0,0,0.00137,0,0.16988,0.04519
JAN-06-2009,22:20:00,0,0,0,0,0,0,0.00135,0,0.16988,0.04482
JAN-06-2009,22:25:00,0.12,0,0.12,0,0,0,0.00133,0,0.17238,0.04445
JAN-06-2009,22:30:00,0,0,0,0,0,0,0.00131,0,0.17238,0.04408
JAN-06-2009,22:35:00,0,0,0,0,0,0,0.00129,0,0.17238,0.04372
JAN-06-2009,22:40:00,0,0,0,0,0,0,0.00128,0,0.17238,0.04337
JAN-06-2009,22:45:00,0.12,0,0.12,0,0,0,0.00126,0,0.17488,0.04302
JAN-06-2009,22:50:00,0,0,0,0,0,0,0.00124,0,0.17488,0.04267
JAN-06-2009,22:55:00,0,0,0,0,0,0,0.00123,0,0.17488,0.04233
JAN-06-2009,23:00:00,0.12,0,0.12,0,0,0,0.00121,0,0.17738,0.042
JAN-06-2009,23:05:00,0,0,0,0,0,0,0.00119,0,0.17738,0.04166
JAN-06-2009,23:10:00,0.12,0,0.12,0,0,0,0.00118,0,0.17988,0.04134
JAN-06-2009,23:15:00,0.12,0,0.12,0,0,0,0.00116,0,0.18238,0.04101
JAN-06-2009,23:20:00,0.12,0,0.12,0,0,0,0.00115,0,0.18488,0.0407
JAN-06-2009,23:25:00,0.12,0,0.12,0,0,0,0.00113,0,0.18738,0.04038
JAN-06-2009,23:30:00,0,0,0,0,0,0,0.00112,0,0.18738,0.04007
JAN-06-2009,23:35:00,0.12,0,0.12,0,0,0,0.0011,0,0.18988,0.03976
JAN-06-2009,23:40:00,0.12,0,0.12,0,0,0,0.00109,0,0.19238,0.03946
JAN-06-2009,23:45:00,0.12,0,0.12,0,0,0,0.00108,0,0.19488,0.03916
JAN-06-2009,23:50:00,0.12,0,0.12,0,0,0,0.00106,0,0.19738,0.03887
JAN-06-2009,23:55:00,0.12,0,0.12,0,0,0,0.00105,0,0.19988,0.03857
JAN-07-2009,0:00:00,0.12,0,0.12,0,0,0,0.00104,0,0.20238,0.03829
JAN-07-2009,0:05:00,0,0,0,0,0,0,0.00102,0,0.20238,0.038
JAN-07-2009,0:10:00,0.12,0,0.12,0,0,0,0.00101,0,0.20488,0.03772
JAN-07-2009,0:15:00,0.12,0,0.12,0,0,0,0.001,0,0.20738,0.03744
JAN-07-2009,0:20:00,0.12,0,0.12,0,0,0,0.00099,0,0.20988,0.03717
JAN-07-2009,0:25:00,0,0,0,0,0,0,0.00097,0,0.20988,0.0369
JAN-07-2009,0:30:00,0.12,0,0.12,0,0,0,0.00096,0,0.21238,0.03663
JAN-07-2009,0:35:00,0,0,0,0,0,0,0.00095,0,0.21238,0.03637
JAN-07-2009,0:40:00,0.12,0,0.12,0,0,0,0.00094,0,0.21488,0.03611
JAN-07-2009,0:45:00,0,0,0,0,0,0,0.00093,0,0.21488,0.03585
JAN-07-2009,0:50:00,0,0,0,0,0,0,0.00092,0,0.21488,0.03559
JAN-07-2009,0:55:00,0,0,0,0,0,0,0.00091,0,0.21488,0.03534
JAN-07-2009,1:00:00,0,0,0,0,0,0,0.0009,0,0.21488,0.03509
JAN-07-2009,1:05:00,0,0,0,0,0,0,0.00089,0,0.21488,0.03485
JAN-07-2009,1:10:00,0,0,0,0,0,0,0.00088,0,0.21488,0.0346
JAN-07-2009,1:15:00,0,0,0,0,0,0,0.00086,0,0.21488,0.03436
JAN-07-2009,1:20:00,0,0,0,0,0,0,0.00085,0,0.21488,0.03413
JAN-07-2009,1:25:00,0,0,0,0,0,0,0.00085,0,0.21488,0.03389
JAN-07-2009,1:30:00,0,0,0,0,0,0,0.00084,0,0.21488,0.03366
JAN-07-2009,1:35:00,0,0,0,0,0,0,0.00083,0,0.21488,0.03343
JAN-07-2009,1:40:00,0,0,0,0,0,0,0.00082,0,0.21488,0.0332
JAN-07-2009,1:45:00,0,0,0,0,0,0,0.00081,0,0.21488,0.03298
JAN-07-2009,1:50:00,0,0,0,0,0,0,0.0008,0,0.21488,0.03276
JAN-07-2009,1:55:00,0,0,0,0,0,0,0.00079,0,0.21488,0.03254
JAN-07-2009,2:00:00,0,0,0,0,0,0,0.00078,0,0.21488,0.03232
JAN-07-2009,2:05:00,0,0,0,0,0,0,0.00077,0,0.21488,0.03211
JAN-07-2009,2:10:00,0,0,0,0,0,0,0.00076,0,0.21488,0.03189
JAN-07-2009,2:15:00,0,0,0,0,0,0,0.00075,0,0.21488,0.03169
JAN-07-2009,2:20:00,0,0,0,0,0,0,0.00075,0,0.21488,0.03148
JAN-07-2009,2:25:00,0,0,0,0,0,0,0.00074,0,0.21488,0.03127
JAN-07-2009,2:30:00,0,0,0,0,0,0,0.00073,0,0.21488,0.03107
JAN-07-2009,2:35:00,0,0,0,0,0,0,0.00072,0,0.21488,0.03087
JAN-07-2009,2:40:00,0,0,0,0,0,0,0.00071,0,0.21488,0.03067
JAN-07-2009,2:45:00,0,0,0,0,0,0,0.00071,0,0.21488,0.03047
JAN-07-2009,2:50:00,0,0,0,0,0,0,0.0007,0,0.21488,0.03028
JAN-07-2009,2:55:00,0.12,0,0.12,0,0,0,0.00069,0,0.21738,0.03009
JAN-07-2009,3:00:00,0,0,0,0,0,0,0.00069,0,0.21738,0.0299
JAN-07-2009,3:05:00,0,0,0,0,0,0,0.00068,0,0.21738,0.02971
JAN-07-2009,3:10:00,0.12,0,0.12,0,0,0,0.00067,0,0.21988,0.02952
JAN-07-2009,3:15:00,0,0,0,0,0,0,0.00066,0,0.21988,0.02934
JAN-07-2009,3:20:00,0,0,0,0,0,0,0.00066,0,0.21988,0.02916
JAN-07-2009,3:25:00,0.12,0,0.12,0,0,0,0.00065,0,0.22238,0.02897
JAN-07-2009,3:30:00,0,0,0,0,0,0,0.00064,0,0.22238,0.0288
JAN-07-2009,3:35:00,0,0,0,0,0,0,0.00064,0,0.22238,0.02862
JAN-07-2009,3:40:00,0,0,0,0,0,0,0.00063,0,0.22238,0.02844
JAN-07-2009,3:45:00,0,0,0,0,0,0,0.00062,0,0.22238,0.02827
JAN-07-2009,3:50:00,0.12,0,0.12,0,0,0,0.00062,0,0.22488,0.0281
JAN-07-2009,3:55:00,0,0,0,0,0,0,0.00061,0,0.22488,0.02793
JAN-07-2009,4:00:00,0,0,0,0,0,0,0.00061,0,0.22488,0.02776
JAN-07-2009,4:05:00,0,0,0,0,0,0,0.0006,0,0.22488,0.0276
JAN-07-2009,4:10:00,0,0,0,0,0,0,0.00059,0,0.22488,0.02743
JAN-07-2009,4:15:00,0.12,0,0.12,0,0,0,0.00059,0,0.22738,0.02727
JAN-07-2009,4:20:00,0,0,0,0,0,0,0.00058,0,0.22738,0.02711
JAN-07-2009,4:25:00,0,0,0,0,0,0,0.00058,0,0.22738,0.02695
JAN-07-2009,4:30:00,0,0,0,0,0,0,0.00057,0,0.22738,0.02679
JAN-07-2009,4:35:00,0,0,0,0,0,0,0.00056,0,0.22738,0.02663
JAN-07-2009,4:40:00,0,0,0,0,0,0,0.00056,0,0.22738,0.02648
JAN-07-2009,4:45:00,0,0,0,0,0,0,0.00055,0,0.22738,0.02632
JAN-07-2009,4:50:00,0,0,0,0,0,0,0.00055,0,0.22738,0.02617
JAN-07-2009,4:55:00,0,0,0,0,0,0,0.00054,0,0.22738,0.02602
JAN-07-2009,5:00:00,0,0,0,0,0,0,0.00054,0,0.22738,0.02587
JAN-07-2009,5:05:00,0,0,0,0,0,0,0.00053,0,0.22738,0.02572
JAN-07-2009,5:10:00,0,0,0,0,0,0,0.00053,0,0.22738,0.02557
JAN-07-2009,5:15:00,0,0,0,0,0,0,0.00052,0,0.22738,0.02543
JAN-07-2009,5:20:00,0,0,0,0,0,0,0.00052,0,0.22738,0.02529
JAN-07-2009,5:25:00,0,0,0,0,0,0,0.00051,0,0.22738,0.02514
JAN-07-2009,5:30:00,0,0,0,0,0,0,0.00051,0,0.22738,0.025
JAN-07-2009,5:35:00,0,0,0,0,0,0,0.0005,0,0.22738,0.02486
JAN-07-2009,5:40:00,0,0,0,0,0,0,0.0005,0,0.22738,0.02472
JAN-07-2009,5:45:00,0,0,0,0,0,0,0.00049,0,0.22738,0.02459
JAN-07-2009,5:50:00,0.12,0,0.12,0,0,0,0.00049,0,0.22988,0.02445
JAN-07-2009,5:55:00,0,0,0,0,0,0,0.00048,0,0.22988,0.02432
JAN-07-2009,6:00:00,0,0,0,0,0,0,0.00048,0,0.22988,0.02418
JAN-07-2009,6:05:00,0,0,0,0,0,0,0.00048,0,0.22988,0.02405
JAN-07-2009,6:10:00,0,0,0,0,0,0,0.00047,0,0.22988,0.02392
JAN-07-2009,6:15:00,0,0,0,0,0,0,0.00047,0,0.22988,0.02379
JAN-07-2009,6:20:00,0,0,0,0,0,0,0.00046,0,0.22988,0.02366
JAN-07-2009,6:25:00,0,0,0,0,0,0,0.00046,0,0.22988,0.02353
JAN-07-2009,6:30:00,0,0,0,0,0,0,0.00045,0,0.22988,0.02341
JAN-07-2009,6:35:00,0,0,0,0,0,0,0.00045,0,0.22988,0.02328
JAN-07-2009,6:40:00,0,0,0,0,0,0,0.00045,0,0.22988,0.02316
JAN-07-2009,6:45:00,0,0,0,0,0,0,0.00044,0,0.22988,0.02304
JAN-07-2009,6:50:00,0,0,0,0,0,0,0.00044,0,0.22988,0.02291
JAN-07-2009,6:55:00,0,0,0,0,0,0,0.00044,0,0.22988,0.02279
JAN-07-2009,7:00:00,0,0,0,0,0,0,0.00043,0,0.22988,0.02267
JAN-07-2009,7:05:00,0,0,0,0,0,0,0.00043,0,0.22988,0.02255
JAN-07-2009,7:10:00,0,0,0,0,0,0,0.00042,0,0.22988,0.02244
JAN-07-2009,7:15:00,0,0,0,0,0,0,0.00042,0,0.22988,0.02232
JAN-07-2009,7:20:00,0,0,0,0,0,0,0.00042,0,0.22988,0.0222
JAN-07-2009,7:25:00,0,0,0,0,0,0,0.00041,0,0.22988,0.02209
JAN-07-2009,7:30:00,0,0,0,0,0,0,0.00041,0,0.22988,0.02198
JAN-07-2009,7:35:00,0,0,0,0,0,0,0.00041,0,0.22988,0.02186
JAN-07-2009,7:40:00,0,0,0,0,0,0,0.0004,0,0.22988,0.02175
JAN-07-2009,7:45:00,0,0,0,0,0,0,0.0004,0,0.22988,0.02164
JAN-07-2009,7:50:00,0,0,0,0,0,0,0.0004,0,0.22988,0.02153
JAN-07-2009,7:55:00,0,0,0,0,0,0,0.00039,0,0.22988,0.02142
JAN-07-2009,8:00:00,0,0,0,0,0,0,0.00039,0,0.22988,0.02131
JAN-07-2009,8:05:00,0,0,0,0,0,0,0.00039,0,0.22988,0.02121
JAN-07-2009,8:10:00,0.12,0,0.12,0,0,0,0.00038,0,0.23238,0.0211
JAN-07-2009,8:15:00,0,0,0,0,0,0,0.00038,0,0.23238,0.02099
JAN-07-2009,8:20:00,0,0,0,0,0,0,0.00038,0,0.23238,0.02089
JAN-07-2009,8:25:00,0,0,0,0,0,0,0.00037,0,0.23238,0.02079
JAN-07-2009,8:30:00,0,0,0,0,0,0,0.00037,0,0.23238,0.02068
JAN-07-2009,8:35:00,0,0,0,0,0,0,0.00037,0,0.23238,0.02058
JAN-07-2009,8:40:00,0,0,0,0,0,0,0.00036,0,0.23238,0.02048
JAN-07-2009,8:45:00,0,0,0,0,0,0,0.00036,0,0.23238,0.02038
JAN-07-2009,8:50:00,0,0,0,0,0,0,0.00036,0,0.23238,0.02028
JAN-07-2009,8:55:00,0,0,0,0,0,0,0.00035,0,0.23238,0.02018
JAN-07-2009,9:00:00,0,0,0,0,0,0,0.00035,0,0.23238,0.02008
JAN-07-2009,9:05:00,0,0,0,0,0,0,0.00035,0,0.23238,0.01999
JAN-07-2009,9:10:00,0,0,0,0,0,0,0.00035,0,0.23238,0.01989
JAN-07-2009,9:15:00,0,0,0,0,0,0,0.00034,0,0.23238,0.0198
JAN-07-2009,9:20:00,0,0,0,0,0,0,0.00034,0,0.23238,0.0197
JAN-07-2009,9:25:00,0,0,0,0,0,0,0.00034,0,0.23238,0.01961
JAN-07-2009,9:30:00,0,0,0,0,0,0,0.00034,0,0.23238,0.01951
JAN-07-2009,9:35:00,0,0,0,0,0,0,0.00033,0,0.23238,0.01942
JAN-07-2009,9:40:00,0,0,0,0,0,0,0.00033,0,0.23238,0.01933
JAN-07-2009,9:45:00,0,0,0,0,0,0,0.00033,0,0.23238,0.01924
JAN-07-2009,9:50:00,0,0,0,0,0,0,0.00033,0,0.23238,0.01915
JAN-07-2009,9:55:00,0,0,0,0,0,0,0.00032,0,0.23238,0.01906
JAN-07-2009,10:00:00,0,0,0,0,0,0,0.00032,0,0.23238,0.01897
JAN-07-2009,10:05:00,0,0,0,0,0,0,0.00032,0,0.23238,0.01888
JAN-07-2009,10:10:00,0,0,0,0,0,0,0.00032,0,0.23238,0.01879
JAN-07-2009,10:15:00,0,0,0,0,0,0,0.00031,0,0.23238,0.01871
JAN-07-2009,10:20:00,0,0,0,0,0,0,0.00031,0,0.23238,0.01862
JAN-07-2009,10:25:00,0,0,0,0,0,0,0.00031,0,0.23238,0.01854
JAN-07-2009,10:30:00,0,0,0,0,0,0,0.00031,0,0.23238,0.01845
JAN-07-2009,10:35:00,0,0,0,0,0,0,0.0003,0,0.23238,0.01837
JAN-07-2009,10:40:00,0,0,0,0,0,0,0.0003,0,0.23238,0.01828
JAN-07-2009,10:45:00,0,0,0,0,0,0,0.0003,0,0.23238,0.0182
JAN-07-2009,10:50:00,0,0,0,0,0,0,0.0003,0,0.23238,0.01812
JAN-07-2009,10:55:00,0,0,0,0,0,0,0.00029,0,0.23238,0.01804
JAN-07-2009,11:00:00,0,0,0,0,0,0,0.00029,0,0.23238,0.01795
JAN-07-2009,11:05:00,0,0,0,0,0,0,0.00029,0,0.23238,0.01787
JAN-07-2009,11:10:00,0,0,0,0,0,0,0.00029,0,0.23238,0.01779
JAN-07-2009,11:15:00,0,0,0,0,0,0,0.00029,0,0.23238,0.01772
JAN-07-2009,11:20:00,0,0,0,0,0,0,0.00028,0,0.23238,0.01764
JAN-07-2009,11:25:00,0,0,0,0,0,0,0.00028,0,0.23238,0.01756
JAN-07-2009,11:30:00,0,0,0,0,0,0,0.00028,0,0.23238,0.01748
JAN-07-2009,11:35:00,0,0,0,0,0,0,0.00028,0,0.23238,0.0174
JAN-07-2009,11:40:00,0,0,0,0,0,0,0.00028,0,0.23238,0.01733
JAN-07-2009,11:45:00,0,0,0,0,0,0,0.00027,0,0.23238,0.01725
JAN-07-2009,11:50:00,0,0,0,0,0,0,0.00027,0,0.23238,0.01718
JAN-07-2009,11:55:00,0,0,0,0,0,0,0.00027,0,0.23238,0.0171
JAN-07-2009,12:00:00,0.12,0,0.12,0,0,0,0.00027,0,0.23488,0.01703
JAN-07-2009,12:05:00,0,0,0,0,0,0,0.00027,0,0.23488,0.01695
JAN-07-2009,12:10:00,0,0,0,0,0,0,0.00026,0,0.23488,0.01688
JAN-07-2009,12:15:00,0,0,0,0,0,0,0.00026,0,0.23488,0.01681
